profile,strategy,latency_mean,latency_median,latency_p95,latency_p99,acc_acc_mean,payload_mean,payload_median,payload_p95,payload_p99,link_mean,link_median,link_p95,link_p99,hops_mean,hops_median,hops_p95,hops_p99,selector_mean,selector_median,selector_p95,selector_p99,ssp_mean,ssp_median,ssp_p95,ssp_p99
extract-frames,Best-Acc,3142.0052792080005,3164.339260331653,4145.631771020147,4330.199288857371,90.47,1.58056640625,1.58056640625,1.58056640625,1.58056640625,13.6875,13.4736328125,19.202563476562496,20.6733251953125,71.6,71.5,93.6,97.92,2.282133400000025,2.307291499999975,2.762712499999942,2.807442499999959,,,,
extract-frames,Lowest-Latency,710.2521205210302,710.760752693341,864.4807720491813,868.5749202170566,87.64399999999999,1.1451171875,1.05419921875,1.4298339843749996,1.550419921875,2.5447265625,2.41796875,3.6516113281249996,3.737744140625,16.0,15.5,20.549999999999997,20.91,168.29486670000003,167.8707705000001,178.75043155,180.34488630999996,,,,
extract-frames,Random,2896.3441982929103,2903.866597574958,3412.4401149357664,3428.0606623311332,86.619,1.3173828125,1.24560546875,1.6858398437499997,1.7547460937500001,11.95498046875,11.635009765625,16.480957031249996,17.65517578125,66.4,67.5,80.0,80.0,3.071933200000021,3.0750410000000006,3.5867376499999044,3.6661475300000435,,,,
extract-frames,Round-Robin,3255.533157707556,3275.9270557018317,4482.43835117701,4650.620513055861,88.075,1.403515625,1.3173828125,1.77197265625,1.77197265625,13.656103515625,13.259033203125,21.006640625,21.23375,74.5,75.5,102.94999999999999,106.19,2.2829749000000343,2.28941650000003,3.029562500000032,3.1866125000000425,,,,
extract-frames,SLO-first,705.5,690.0,923.7499999999999,968.75,89.694,1.50400390625,1.58056640625,1.77197265625,1.77197265625,3.580419921875,3.209716796875,5.3201660156249995,5.371845703125,18.8,18.0,26.199999999999996,27.64,38.61782489999994,38.155770500000074,48.227618750000005,48.49442374999999,525.8,502.5,714.9499999999998,797.39
object-det,Best-Acc,2965.5505340282016,2993.1674763613573,4166.0521874668,4458.368821514265,90.47,1.58056640625,1.58056640625,1.58056640625,1.58056640625,13.3623046875,13.222412109375,22.39775390624999,25.679941406250002,67.1,66.5,95.89999999999998,102.38,2.1374832000000232,2.108103999999722,2.820641450000138,2.9401610900001884,,,,
object-det,Lowest-Latency,637.0338474700677,644.0038341785894,781.1169549852359,813.2130809595754,88.217,1.17861328125,1.05419921875,1.58056640625,1.58056640625,2.256591796875,2.03662109375,3.9978759765624985,4.5152001953125005,13.3,13.5,17.0,17.0,165.69437499999998,165.81472949999966,180.56021845000035,181.17814369000044,,,,
object-det,Random,2873.3172154746903,2490.803855294086,4283.363915007366,4336.39103371443,86.689,1.2791015625,1.24560546875,1.5997070312499995,1.73751953125,11.59755859375,11.15283203125,18.325732421874996,20.083896484375,65.5,55.5,100.19999999999999,101.64,3.0083249000000034,2.747062500000119,4.127143749999672,4.365328749999753,,,,
object-det,Round-Robin,3156.254008891864,3053.240561398052,4577.571276164082,4602.759779376906,88.075,1.403515625,1.3173828125,1.77197265625,1.77197265625,12.760791015625,13.01611328125,19.38779296875,19.690839843750002,72.5,68.5,108.19999999999999,109.64,2.12869579999988,2.0950834999997614,2.831462199999812,2.9772924399999923,,,,
object-det,SLO-first,599.5,595.0,842.0,856.4,89.838,1.44658203125,1.58056640625,1.6858398437499997,1.7547460937500001,2.923388671875,2.562255859375,4.7614990234375,5.0112841796875,15.9,15.0,23.099999999999998,23.82,39.997766599999984,38.65258349999978,51.5192704999999,56.68212049999999,665.5,534.0,1124.9999999999998,1233.0
prepare-ds,Best-Acc,3577.736375434818,3734.1756638578554,4004.3411309041876,4043.217999733987,90.47,1.58056640625,1.58056640625,1.58056640625,1.58056640625,15.970751953125,16.527099609375,19.239697265625,19.422158203125,82.7,85.0,94.1,94.82,2.4375085999999158,2.5207709999999217,2.6888358999999973,2.6944007800006453,,,,
prepare-ds,Lowest-Latency,557.3963043225717,584.3569779186141,708.7336277485771,744.8973096846772,86.904,1.09248046875,1.05419921875,1.24560546875,1.24560546875,1.917724609375,2.09716796875,2.5914306640625,2.6081298828125,12.3,13.0,16.549999999999997,16.91,168.16642919999998,167.23060449999983,184.1289473999997,186.5734222799997,,,,
prepare-ds,Random,2900.5203247913205,3003.6329340384355,3413.6697635860646,3423.8277714795495,86.181,1.288671875,1.24560546875,1.6858398437499997,1.7547460937500001,12.871826171875,13.17236328125,16.744897460937498,17.0474169921875,66.1,68.5,76.55,76.91,2.934837599999973,2.971562500000413,3.4697937500003384,3.499358750000514,,,,
prepare-ds,Round-Robin,3100.9027204775457,3001.3840031023274,4502.087449205169,4744.582022257205,88.075,1.403515625,1.3173828125,1.77197265625,1.77197265625,13.0755859375,12.427001953125,20.634619140624995,22.609345703125,70.6,68.5,102.14999999999999,106.83,2.239137600000163,2.103479499999672,3.11797715000055,3.26316263000078,,,,
prepare-ds,SLO-first,686.0,727.5,1007.9999999999998,1101.6000000000001,89.78999999999999,1.46572265625,1.58056640625,1.77197265625,1.77197265625,3.326953125,3.23291015625,5.4819580078125,5.6385791015625,18.7,19.5,27.39999999999999,30.28,42.80424579999984,39.640416500000164,58.87172324999982,62.30247824999956,677.5,541.0,1189.2499999999998,1252.25
